program_id,level_encoded,goal_encoded,equipment_encoded,program_length_weeks,time_per_workout_minutes,has_cardio,has_strength,has_yoga,has_hiit
498,0,4,2,0.88235295,0.47058824,1,1,0,0
499,0,4,2,0.88235295,0.47058824,1,1,0,0
500,1,1,3,0.1764706,0.47058824,0,1,0,0
501,1,1,2,0.64705884,0.47058824,0,1,0,0
502,1,1,2,0.88235295,0.64705884,1,1,0,0
503,1,1,2,0.5294118,0.4117647,0,1,0,0
504,1,1,3,0.23529412,0.47058824,0,1,0,0
505,1,1,2,0.88235295,0.29411766,0,1,0,0
506,1,1,3,0.88235295,0.29411766,0,1,0,0
507,1,1,2,0.64705884,0.29411766,0,1,0,0
508,0,1,2,0.0,0.29411766,0,1,0,0
509,0,1,2,0.29411766,0.29411766,0,1,0,0
510,0,1,2,0.29411766,0.1764706,1,1,0,0
511,0,1,2,0.4117647,0.3529412,0,1,0,0
512,0,1,2,0.64705884,0.47058824,0,1,0,0
513,0,1,2,0.64705884,0.3529412,0,1,0,0
514,1,1,2,0.64705884,0.47058824,1,1,0,0
515,1,1,2,0.64705884,0.5294118,0,1,0,0
516,0,1,0,0.64705884,0.29411766,0,1,0,0
517,0,1,2,0.5882353,0.47058824,0,1,0,0
518,0,1,2,0.29411766,0.47058824,0,1,0,0
519,0,1,2,0.64705884,0.29411766,0,1,0,0
520,1,1,2,0.4117647,0.47058824,0,1,0,0
521,1,1,2,0.1764706,0.23529412,0,1,1,1
522,0,1,2,0.4117647,0.29411766,1,1,0,0
523,0,1,2,0.4117647,0.5294118,0,1,0,0
524,0,2,3,0.0,0.23529412,1,1,0,0
525,0,2,2,0.29411766,0.47058824,0,1,0,0
526,0,6,0,0.1764706,0.1764706,0,1,0,0
527,0,6,0,0.4117647,0.05882353,0,1,0,0
528,0,6,2,0.88235295,0.1764706,0,1,0,0
529,2,1,2,0.4117647,0.47058824,0,1,0,0
530,1,1,2,0.5882353,0.29411766,0,1,0,1
531,0,0,3,0.64705884,0.29411766,0,1,0,0
532,0,0,2,0.4117647,0.47058824,0,1,0,0
533,0,0,2,0.64705884,0.29411766,1,1,0,0
534,1,7,2,0.64705884,0.47058824,1,1,0,0
535,1,1,2,0.3529412,0.4117647,0,1,0,0
536,0,1,3,0.1764706,0.29411766,0,1,0,0
537,0,1,2,0.29411766,0.3529412,0,1,0,0
538,0,1,2,0.64705884,0.29411766,0,1,0,0
539,1,0,2,0.1764706,0.3529412,1,1,0,0
540,0,6,2,0.5294118,0.47058824,0,1,0,0
541,0,6,0,0.4117647,0.29411766,0,1,0,0
542,0,6,2,0.05882353,0.11764706,0,1,0,0
543,0,6,2,0.29411766,0.47058824,0,1,0,0
544,0,6,2,0.4117647,0.4117647,0,1,0,0
545,1,1,2,0.88235295,0.29411766,0,1,0,0
546,1,1,2,0.11764706,0.29411766,0,1,0,0
547,0,1,2,0.64705884,0.29411766,0,1,0,0
548,0,1,2,0.64705884,0.47058824,0,1,0,0
549,1,2,2,0.64705884,0.29411766,1,1,0,0
550,0,1,2,0.1764706,0.0,0,1,0,0
551,0,1,2,0.4117647,0.5294118,1,1,0,0
552,0,1,2,0.64705884,0.4117647,0,1,0,0
553,0,1,2,1.0,0.3529412,0,1,0,0
554,0,1,2,0.29411766,0.64705884,1,1,0,0
555,0,1,0,0.64705884,0.29411766,0,1,0,0
556,0,6,2,0.1764706,0.23529412,1,1,0,0
557,0,2,3,0.1764706,0.11764706,0,1,0,0
558,0,2,2,0.0,0.29411766,0,1,0,0
559,0,2,2,0.4117647,0.23529412,1,1,0,0
560,0,2,2,0.64705884,0.3529412,0,1,0,0
561,1,0,2,0.88235295,0.47058824,0,1,0,0
562,1,1,3,0.11764706,0.29411766,0,1,0,0
563,1,1,2,0.29411766,0.1764706,0,1,0,0
564,1,1,3,0.11764706,0.47058824,0,1,0,0
565,1,1,2,0.4117647,0.47058824,0,1,0,0
566,0,4,2,0.64705884,0.3529412,0,1,0,0
567,0,4,3,0.64705884,0.3529412,0,1,0,0
568,0,4,3,0.1764706,0.64705884,0,1,0,0
569,1,6,2,0.64705884,0.29411766,0,1,0,0
570,1,6,2,0.29411766,0.05882353,0,1,0,0
571,1,6,2,0.1764706,0.29411766,1,1,0,0
572,2,1,2,0.64705884,0.29411766,1,1,0,0
573,0,0,2,1.0,0.64705884,1,1,0,0
574,2,1,2,0.29411766,0.4117647,0,1,0,0
575,2,1,3,1.0,0.47058824,0,1,0,0
576,1,7,2,0.29411766,0.3529412,0,1,0,0
577,0,1,2,0.0,0.29411766,0,1,0,0
578,0,1,2,0.4117647,0.3529412,1,1,0,0
579,0,1,2,0.3529412,0.4117647,0,1,0,0
580,0,1,3,0.64705884,0.29411766,0,1,0,0
581,0,0,2,0.64705884,0.29411766,0,1,0,0
582,0,1,2,0.29411766,0.29411766,0,1,0,0
583,0,1,3,0.64705884,0.3529412,0,1,0,0
584,0,1,2,0.4117647,0.29411766,0,1,0,0
585,0,6,2,0.4117647,0.64705884,0,1,0,0
586,1,1,3,0.4117647,0.29411766,0,1,0,0
587,1,1,2,0.64705884,0.29411766,1,1,0,0
588,0,0,2,0.4117647,0.3529412,1,1,0,0
589,0,0,2,0.64705884,0.29411766,0,1,0,0
590,1,0,3,0.64705884,0.29411766,0,1,0,0
591,0,1,2,0.64705884,0.47058824,0,1,0,0
592,1,7,2,0.1764706,0.3529412,0,1,0,0
593,1,1,3,0.11764706,0.29411766,1,1,0,0
594,1,1,2,0.23529412,0.47058824,0,1,0,0
595,1,1,0,0.64705884,0.29411766,0,1,0,0
596,0,1,3,0.4117647,0.1764706,0,1,0,0
597,0,2,2,0.29411766,0.47058824,1,1,0,0
598,0,2,2,0.0,0.05882353,0,1,0,0
599,0,2,2,0.4117647,0.29411766,0,1,0,0
600,0,4,3,0.64705884,0.47058824,0,1,0,0
601,1,6,3,0.4117647,0.29411766,1,1,0,0
602,1,6,2,0.64705884,0.3529412,0,1,0,0
603,1,7,2,0.64705884,0.47058824,0,1,0,0
604,0,1,2,0.1764706,0.3529412,1,1,0,0
605,0,1,2,0.4117647,0.29411766,0,1,0,0
606,0,1,2,0.4117647,0.3529412,1,1,0,0
607,1,1,2,0.1764706,0.29411766,0,1,0,0
608,1,1,2,0.88235295,0.47058824,0,1,0,0
609,0,4,2,0.64705884,0.23529412,0,1,0,0
610,0,1,0,0.29411766,0.05882353,0,1,1,0
611,0,2,3,0.64705884,0.64705884,0,1,0,0
612,0,2,2,0.4117647,0.3529412,1,1,0,0
613,1,1,2,0.1764706,0.05882353,0,1,0,0
614,0,1,1,0.29411766,0.23529412,0,1,0,0
615,1,6,2,1.0,0.0,1,1,0,0
616,0,4,2,0.1764706,0.29411766,0,1,0,0
617,0,4,3,0.1764706,0.1764706,1,1,0,0
618,0,4,2,0.64705884,0.4117647,0,1,0,0
619,0,4,2,0.4117647,0.29411766,0,1,0,0
620,0,2,3,0.4117647,0.05882353,0,1,0,0
621,0,0,2,0.1764706,0.29411766,1,1,0,0
622,0,0,2,0.1764706,0.29411766,0,1,0,0
623,0,1,3,0.29411766,0.23529412,1,1,0,0
624,0,1,2,0.1764706,0.64705884,0,1,0,0
625,0,1,2,0.88235295,1.0,0,1,0,0
626,0,4,3,0.23529412,0.47058824,0,1,0,0
627,0,7,2,0.23529412,0.47058824,0,1,0,0
628,0,7,2,0.4117647,0.29411766,1,1,0,0
629,1,1,2,0.64705884,0.29411766,1,1,0,0
630,0,1,2,0.64705884,0.4117647,1,1,0,0
631,1,1,3,0.11764706,0.29411766,1,1,0,0
632,0,1,2,0.64705884,0.47058824,0,1,0,0
633,0,1,2,0.23529412,0.3529412,0,1,0,0
634,0,1,2,0.29411766,0.5294118,1,1,0,1
635,0,1,0,0.4117647,0.1764706,1,1,0,0
636,0,1,2,0.64705884,0.29411766,1,1,0,0
637,1,1,2,0.29411766,0.29411766,0,1,0,0
638,1,1,3,0.4117647,0.29411766,1,1,0,0
639,1,1,3,0.64705884,0.1764706,0,1,0,0
640,0,4,2,0.64705884,0.29411766,0,1,0,0
641,0,4,3,0.11764706,0.11764706,0,1,0,1
642,0,4,3,0.4117647,0.29411766,0,1,0,0
643,1,1,1,0.64705884,0.29411766,1,1,0,0
644,1,1,2,0.7647059,0.0,1,1,0,1
645,0,2,2,0.1764706,0.29411766,0,1,0,0
646,0,2,2,0.5294118,0.29411766,1,1,0,0
647,0,7,2,0.4117647,0.29411766,0,1,0,0
648,0,7,2,0.1764706,0.29411766,1,1,0,0
649,0,1,2,0.5294118,0.47058824,0,1,0,0
650,1,0,2,0.47058824,0.29411766,0,1,0,0
651,1,0,2,0.64705884,0.29411766,0,1,0,0
652,0,0,3,0.0,0.29411766,0,1,0,0
653,0,0,3,0.29411766,0.47058824,0,1,0,0
654,0,0,2,0.23529412,0.3529412,1,1,0,0
655,0,4,2,0.1764706,0.3529412,0,1,0,0
656,0,4,2,0.4117647,0.4117647,0,1,0,0
657,0,4,2,0.1764706,0.47058824,0,1,0,0
658,1,1,3,0.4117647,0.47058824,1,1,0,0
659,1,6,2,0.64705884,0.3529412,0,1,0,1
660,1,1,2,0.64705884,0.29411766,0,1,0,0
661,1,0,2,0.64705884,0.29411766,0,1,0,0
662,1,0,2,0.4117647,0.23529412,0,1,0,0
663,1,0,2,0.29411766,0.3529412,0,1,0,0
664,1,1,2,0.23529412,0.29411766,1,1,0,0
665,1,1,3,0.05882353,0.11764706,1,1,0,0
666,1,1,2,0.64705884,0.29411766,0,1,0,0
667,0,0,2,0.88235295,0.23529412,0,1,0,0
668,0,1,2,0.29411766,0.47058824,0,1,0,0
669,0,1,2,0.29411766,0.1764706,0,1,0,0
670,0,1,2,0.64705884,0.0,0,1,0,0
671,1,1,1,0.29411766,0.29411766,1,1,0,0
672,0,0,2,0.29411766,0.3529412,0,1,0,0
673,0,0,2,0.5294118,0.4117647,0,1,0,0
674,1,1,2,0.11764706,0.47058824,0,1,0,0
675,1,1,3,0.64705884,0.29411766,0,1,0,0
676,1,1,2,0.5294118,0.3529412,0,1,0,0
677,0,7,3,0.5882353,0.3529412,0,1,0,0
678,0,1,0,0.29411766,0.0,1,1,0,1
679,0,1,3,0.0,0.47058824,0,1,0,0
680,1,6,3,0.4117647,0.29411766,0,1,0,0
681,1,6,1,0.4117647,0.05882353,0,1,0,0
682,1,6,2,0.4117647,0.29411766,0,1,0,0
683,0,0,3,0.64705884,0.64705884,0,1,0,0
684,1,4,2,0.4117647,0.29411766,0,1,0,0
685,0,6,2,0.11764706,0.47058824,0,1,0,0
686,0,6,2,0.88235295,0.23529412,0,1,0,0
687,0,1,2,0.64705884,0.3529412,0,1,0,0
688,0,1,1,0.23529412,0.0,0,1,0,0
689,0,1,3,0.0,0.29411766,0,1,0,0
690,1,1,3,0.11764706,0.3529412,0,1,0,0
691,1,1,2,0.0,0.3529412,0,1,0,0
692,1,1,3,0.4117647,0.64705884,0,1,0,0
693,1,1,2,1.0,0.29411766,0,1,0,0
694,0,6,3,0.4117647,0.29411766,0,1,0,0
695,0,6,1,0.64705884,0.29411766,0,1,0,0
696,0,1,2,0.11764706,0.47058824,0,1,0,0
697,0,1,2,0.29411766,0.3529412,0,1,0,0
698,0,0,2,0.1764706,0.47058824,0,1,0,0
699,0,0,3,0.4117647,0.23529412,0,1,0,0
700,1,1,3,0.23529412,0.4117647,0,1,0,0
701,1,1,2,0.29411766,0.23529412,0,1,0,0
702,2,0,2,0.1764706,0.29411766,1,1,0,0
703,0,1,3,0.64705884,0.23529412,0,1,0,0
704,0,7,2,0.1764706,0.23529412,0,1,0,0
705,0,7,2,0.29411766,0.3529412,1,1,0,0
706,0,0,2,0.88235295,0.3529412,0,1,0,0
707,1,4,2,0.64705884,0.4117647,0,1,0,0
708,0,4,2,0.64705884,0.5294118,1,1,0,0
709,0,4,2,0.11764706,0.29411766,0,1,0,0
710,0,4,2,0.64705884,0.3529412,0,1,0,0
711,0,4,2,0.05882353,0.29411766,0,1,0,0
712,0,4,3,0.47058824,0.3529412,1,1,0,0
713,1,7,2,0.64705884,0.29411766,0,1,0,0
714,0,1,2,0.5294118,0.3529412,1,1,0,0
715,0,1,2,0.47058824,0.4117647,1,1,0,0
716,1,1,2,0.64705884,0.29411766,0,1,0,0
717,1,1,2,0.11764706,0.1764706,0,1,0,0
718,1,1,3,0.4117647,0.29411766,0,1,0,0
719,1,7,2,0.64705884,0.29411766,0,1,0,0
720,1,1,2,0.64705884,0.29411766,0,1,0,0
721,0,1,2,0.0,0.29411766,0,1,0,0
722,0,1,2,0.1764706,0.4117647,1,1,0,0
723,1,6,2,0.64705884,0.4117647,0,1,0,0
724,1,1,3,0.64705884,0.29411766,0,1,0,0
725,0,1,2,0.64705884,0.3529412,1,1,0,0
726,0,1,2,0.64705884,0.64705884,0,1,0,0
727,0,0,2,0.4117647,0.47058824,1,1,0,0
728,0,1,2,0.47058824,0.23529412,0,1,0,0
729,0,1,2,0.23529412,0.29411766,0,1,0,0
730,0,1,2,0.23529412,0.29411766,1,1,0,0
731,0,1,2,0.64705884,0.4117647,1,1,0,0
732,0,1,2,0.29411766,0.23529412,0,1,0,0
733,2,7,2,0.23529412,0.4117647,0,1,0,0
734,2,7,2,0.4117647,0.3529412,1,1,0,0
735,2,7,2,0.88235295,0.23529412,0,1,0,0
736,1,1,2,0.64705884,0.5294118,0,1,0,0
737,0,1,2,0.88235295,0.11764706,0,1,0,0
738,1,1,2,0.29411766,0.4117647,0,1,0,0
739,1,1,2,0.1764706,0.23529412,0,1,0,0
740,0,1,2,0.64705884,0.47058824,0,1,0,0
741,0,1,2,0.5294118,0.3529412,1,1,0,0
742,0,1,2,0.88235295,0.5294118,0,1,0,0
743,0,1,2,0.64705884,0.29411766,0,1,0,0
744,0,1,2,0.64705884,0.3529412,0,1,0,0
745,0,1,3,0.88235295,0.29411766,0,1,0,0
746,1,1,2,0.0,0.29411766,0,1,0,0
747,0,1,2,0.1764706,0.23529412,0,1,0,0
748,0,1,2,0.1764706,0.64705884,1,1,0,0
749,1,1,3,0.29411766,0.29411766,0,1,0,0
750,1,1,3,0.4117647,0.47058824,0,1,0,0
751,0,1,2,0.47058824,0.47058824,0,1,0,0
752,1,6,3,0.4117647,0.64705884,0,1,0,0
753,1,6,0,0.29411766,0.29411766,0,1,0,1
754,0,1,2,1.0,0.29411766,1,1,0,0
755,1,1,2,0.47058824,0.29411766,0,1,0,0
756,1,1,2,0.1764706,0.64705884,1,1,0,0
757,1,1,2,0.4117647,0.0,0,1,0,0
758,1,6,2,0.64705884,0.64705884,0,1,0,0
759,0,1,2,0.29411766,0.29411766,0,1,0,0
760,0,1,2,0.23529412,0.29411766,0,1,0,0
761,0,1,3,0.47058824,0.23529412,0,1,0,0
762,0,1,2,0.4117647,0.29411766,0,1,0,0
763,1,6,2,0.4117647,0.8235294,1,1,0,0
764,1,1,3,0.1764706,0.29411766,0,1,0,0
765,1,1,2,0.29411766,0.5294118,0,1,0,0
766,1,1,2,0.64705884,0.29411766,0,1,0,0
767,0,7,2,0.88235295,0.64705884,0,1,0,0
768,0,1,0,0.1764706,0.23529412,0,1,0,0
769,0,1,0,0.29411766,0.11764706,0,1,0,1
770,0,1,2,0.29411766,0.3529412,0,1,0,0
771,0,1,2,0.4117647,0.4117647,0,1,0,0
772,0,1,2,0.23529412,0.3529412,1,1,0,0
773,0,2,2,0.0,0.64705884,1,1,0,0
774,1,0,2,0.1764706,0.4117647,1,1,0,0
775,1,1,2,0.23529412,0.3529412,0,1,0,0
776,1,1,2,0.64705884,0.4117647,0,1,0,0
777,1,1,3,0.1764706,0.5294118,0,1,0,0
778,1,1,0,0.4117647,0.05882353,0,1,0,0
779,0,6,3,0.4117647,0.3529412,1,1,0,0
780,0,1,2,0.4117647,0.1764706,0,1,0,0
781,0,7,1,0.1764706,0.1764706,0,1,0,0
782,0,4,2,0.64705884,0.4117647,0,1,0,0
783,1,1,2,0.4117647,0.23529412,0,1,0,0
784,1,6,2,0.1764706,0.5294118,1,1,0,0
785,1,1,2,0.1764706,0.29411766,0,1,0,0
786,0,1,2,0.4117647,0.1764706,1,1,0,0
787,0,1,2,0.64705884,0.47058824,0,1,0,0
788,1,0,2,0.4117647,0.29411766,0,1,0,0
789,0,7,2,0.64705884,0.29411766,1,1,0,0
790,0,1,2,0.4117647,0.29411766,0,1,0,0
791,0,7,2,0.64705884,0.29411766,0,1,0,0
792,1,1,2,0.1764706,0.29411766,0,1,0,0
793,2,1,0,0.88235295,0.29411766,0,1,0,0
794,2,1,2,0.64705884,0.3529412,1,1,0,0
795,0,1,2,0.64705884,0.4117647,0,1,0,0
796,0,1,2,1.0,0.29411766,0,1,0,0
797,0,6,2,0.64705884,0.29411766,0,1,0,0
798,1,4,2,0.64705884,0.05882353,1,1,0,0
799,1,4,3,0.29411766,0.1764706,0,1,0,0
800,1,4,2,0.1764706,0.29411766,0,1,0,1
801,0,0,2,0.23529412,0.29411766,0,1,0,0
802,0,0,2,0.29411766,0.29411766,0,1,0,0
803,1,1,2,0.64705884,0.3529412,1,1,0,0
804,0,2,2,0.1764706,0.4117647,0,1,0,0
805,0,2,2,0.88235295,0.29411766,0,1,0,1
806,0,6,2,0.64705884,0.47058824,0,1,0,0
807,0,0,0,0.29411766,0.1764706,1,1,0,0
808,0,0,3,0.1764706,0.23529412,0,1,0,0
809,1,0,2,0.64705884,0.29411766,0,1,0,0
810,0,2,2,0.0,0.5294118,0,1,0,0
811,0,2,2,0.1764706,0.5882353,0,1,0,0
812,0,2,3,0.64705884,0.64705884,0,1,0,0
813,0,2,2,0.4117647,0.29411766,0,1,0,0
814,0,2,3,0.4117647,0.29411766,0,1,0,0
815,0,1,3,0.47058824,0.1764706,0,1,0,0
816,0,1,2,0.5294118,0.29411766,1,1,0,1
817,0,1,2,0.4117647,0.3529412,0,1,0,0
818,0,1,0,0.64705884,0.05882353,0,1,0,0
819,0,1,3,0.11764706,0.64705884,0,1,0,0
820,0,1,2,0.1764706,0.64705884,0,1,0,0
821,0,0,2,0.64705884,0.29411766,1,1,0,0
822,0,6,2,0.4117647,0.47058824,1,1,0,1
823,0,6,2,0.64705884,0.29411766,0,1,0,0
824,0,7,2,0.0,0.29411766,0,1,0,0
825,0,7,2,0.1764706,0.29411766,0,1,0,0
826,0,7,2,0.0,0.23529412,0,1,0,0
827,0,7,2,0.1764706,0.23529412,0,1,0,0
828,0,7,2,0.4117647,0.29411766,1,1,0,0
829,1,0,2,0.1764706,0.64705884,1,1,0,0
830,1,0,3,0.23529412,0.4117647,1,1,0,0
831,1,1,2,0.88235295,0.47058824,0,1,0,0
832,0,7,3,0.64705884,0.29411766,1,1,0,0
833,0,7,2,0.4117647,0.1764706,0,1,0,0
834,0,7,2,0.64705884,0.47058824,0,1,0,0
835,0,7,2,0.11764706,0.47058824,1,1,0,0
836,1,1,2,0.23529412,0.3529412,0,1,0,0
837,1,1,2,0.64705884,0.23529412,0,1,0,0
838,0,6,2,0.4117647,0.3529412,0,1,0,0
839,1,4,2,0.5294118,0.4117647,1,1,0,0
840,0,1,2,0.64705884,0.4117647,1,1,0,0
841,1,1,2,0.64705884,0.3529412,1,1,0,0
842,0,2,3,0.88235295,0.29411766,0,1,0,0
843,0,4,2,1.0,0.23529412,0,1,0,0
844,2,6,2,0.64705884,0.4117647,0,1,0,0
845,2,6,2,0.64705884,0.29411766,0,1,0,0
846,0,1,2,0.4117647,0.3529412,0,1,0,0
847,0,1,3,0.1764706,0.47058824,0,1,0,0
848,0,0,3,0.4117647,0.29411766,1,1,0,0
849,0,0,2,0.64705884,0.23529412,0,1,0,0
850,0,0,0,0.64705884,0.1764706,1,1,0,0
851,1,1,2,0.64705884,0.47058824,1,1,0,0
852,0,0,2,0.64705884,0.29411766,0,1,0,0
853,0,0,2,1.0,0.47058824,0,1,0,0
854,1,4,2,0.0,0.47058824,0,1,0,0
855,1,4,2,0.64705884,0.64705884,0,1,0,0
856,1,4,2,0.1764706,0.4117647,0,1,0,0
857,1,1,2,0.1764706,0.4117647,0,1,0,0
858,1,1,2,0.4117647,0.4117647,0,1,0,0
859,1,1,3,0.29411766,0.23529412,0,1,0,0
860,0,7,2,0.64705884,0.3529412,0,1,0,0
861,1,1,3,0.4117647,0.3529412,0,1,0,0
862,0,6,2,0.1764706,0.5294118,0,1,0,0
863,0,6,2,0.64705884,0.3529412,1,1,0,0
864,1,1,3,0.88235295,0.3529412,0,1,0,0
865,1,7,2,0.0,0.5294118,0,1,0,0
866,1,7,2,0.64705884,0.29411766,0,1,1,0
867,1,7,2,0.64705884,0.47058824,0,1,0,0
868,0,6,3,0.4117647,0.3529412,0,1,0,0
869,1,1,3,0.64705884,0.1764706,0,1,0,0
870,1,7,3,0.1764706,0.23529412,0,1,1,0
871,1,7,3,0.1764706,0.7058824,0,1,0,1
872,1,7,2,0.64705884,0.29411766,0,1,0,0
873,1,7,3,0.1764706,0.29411766,0,1,0,0
874,1,7,2,0.64705884,0.4117647,0,1,0,0
875,0,0,2,0.5882353,0.3529412,0,1,0,0
876,1,7,2,0.0,0.23529412,0,1,0,0
877,0,0,2,0.4117647,0.64705884,0,1,0,0
878,0,1,2,0.0,0.5294118,0,1,0,0
879,0,1,2,0.64705884,0.47058824,0,1,0,0
880,1,6,2,0.11764706,0.3529412,0,1,0,0
881,1,6,3,0.4117647,0.1764706,0,1,0,0
882,1,7,2,0.5294118,0.1764706,0,1,0,0
883,1,0,2,0.1764706,0.29411766,0,1,0,0
884,1,0,3,0.64705884,0.47058824,0,1,0,0
885,0,6,2,0.47058824,0.29411766,0,1,0,0
886,1,1,2,0.23529412,0.47058824,0,1,0,0
887,1,1,2,0.1764706,0.1764706,0,1,0,0
888,0,6,0,0.11764706,0.1764706,0,1,0,1
889,0,6,2,0.29411766,0.3529412,1,1,0,0
890,2,6,2,0.64705884,0.29411766,0,1,0,0
891,2,6,2,1.0,0.3529412,0,1,0,0
892,0,0,3,0.64705884,0.29411766,0,1,0,0
893,0,0,3,0.4117647,0.29411766,0,1,0,0
894,0,0,2,0.5294118,0.23529412,0,1,0,0
895,0,4,2,0.64705884,0.3529412,0,1,0,0
896,1,1,3,0.64705884,0.29411766,0,1,0,0
897,0,7,2,0.11764706,0.3529412,0,1,0,0
898,0,0,3,0.64705884,0.47058824,0,1,0,0
899,0,0,2,0.1764706,0.23529412,1,1,0,0
900,0,0,3,0.0,0.4117647,0,1,0,0
901,0,0,2,0.64705884,0.29411766,0,1,0,0
902,0,2,0,0.1764706,0.11764706,0,1,0,0
903,0,6,3,0.4117647,0.47058824,0,1,0,0
904,0,4,2,0.64705884,0.4117647,0,1,0,0
905,0,4,3,0.4117647,0.23529412,0,1,0,0
906,0,7,2,0.1764706,0.47058824,1,1,0,0
907,0,1,2,0.1764706,0.23529412,0,1,0,0
908,0,1,2,0.4117647,0.29411766,0,1,0,0
909,0,1,2,1.0,0.1764706,1,1,0,0
910,1,1,2,0.64705884,0.64705884,1,1,0,0
911,1,1,2,0.4117647,0.47058824,0,1,0,0
912,1,1,2,0.64705884,0.29411766,0,1,0,0
913,1,1,2,0.64705884,0.29411766,0,1,0,0
914,1,1,2,0.64705884,0.47058824,0,1,0,0
915,0,1,2,0.88235295,0.29411766,0,1,0,0
916,0,6,2,0.88235295,0.47058824,0,1,0,0
917,2,1,2,0.5294118,0.29411766,0,1,0,0
918,1,7,2,0.0,0.47058824,0,1,0,0
919,1,7,2,0.64705884,0.29411766,0,1,0,0
920,1,1,2,0.1764706,0.29411766,0,1,0,0
921,1,1,2,0.64705884,0.4117647,0,1,0,0
922,0,1,2,0.88235295,0.29411766,0,1,0,0
923,0,0,2,0.64705884,0.5294118,0,1,0,0
924,0,6,2,0.64705884,0.47058824,0,1,0,0
925,0,1,2,0.5294118,0.4117647,0,1,0,0
926,0,1,3,0.64705884,0.29411766,0,1,0,0
927,0,6,2,0.64705884,0.29411766,0,1,0,0
928,0,6,2,0.7058824,0.3529412,0,1,0,0
929,0,6,2,0.4117647,0.1764706,0,1,0,0
930,0,6,2,0.4117647,0.1764706,0,1,0,0
931,0,6,2,0.64705884,0.4117647,1,1,0,0
932,0,1,2,0.0,0.47058824,0,1,0,0
933,0,1,2,0.4117647,0.29411766,0,1,0,0
934,0,1,2,0.64705884,0.1764706,0,1,0,0
935,0,1,2,0.4117647,0.3529412,0,1,0,0
936,0,1,2,0.5294118,0.4117647,1,1,0,0
937,0,1,2,0.47058824,0.3529412,0,1,0,0
938,0,0,3,0.4117647,0.05882353,1,1,0,0
939,0,0,3,0.11764706,0.29411766,0,1,0,0
940,0,0,2,0.5294118,0.29411766,1,1,0,0
941,1,4,2,0.5294118,0.3529412,1,1,0,0
942,0,1,1,0.4117647,0.23529412,0,1,0,0
943,0,0,2,0.29411766,0.3529412,1,1,0,0
944,0,1,3,0.5294118,0.5294118,0,1,0,0
945,1,1,2,0.64705884,0.47058824,0,1,0,0
946,0,1,2,0.64705884,0.47058824,0,1,0,0
947,0,1,2,0.4117647,0.4117647,0,1,0,0
948,0,1,2,0.64705884,0.29411766,0,1,0,0
949,1,4,3,0.88235295,0.29411766,0,1,0,0
950,1,5,2,0.4117647,0.64705884,0,1,0,0
951,0,1,3,0.64705884,0.1764706,0,1,0,0
952,0,0,2,0.4117647,0.11764706,0,1,0,0
953,0,0,2,0.64705884,0.47058824,0,1,0,0
954,0,0,3,0.4117647,0.23529412,0,1,0,0
955,0,1,2,0.29411766,0.47058824,1,1,0,0
956,0,1,3,0.4117647,0.23529412,0,1,0,0
957,0,1,2,0.29411766,0.47058824,0,1,0,0
958,0,0,3,1.0,0.3529412,0,1,0,0
959,0,1,3,0.29411766,0.47058824,1,1,0,0
960,0,0,2,0.23529412,0.11764706,0,1,0,0
961,0,0,2,0.88235295,0.29411766,0,1,0,0
962,0,0,2,0.5294118,0.29411766,0,1,0,0
963,0,4,2,0.29411766,0.5294118,0,1,0,0
964,0,0,2,0.64705884,0.47058824,1,1,0,0
965,1,1,2,0.64705884,0.3529412,0,1,0,0
966,1,7,2,0.4117647,0.29411766,0,1,0,0
967,0,0,2,0.29411766,0.5294118,0,1,0,0
968,0,0,2,0.64705884,0.3529412,0,1,0,0
969,0,1,2,0.64705884,0.3529412,0,1,0,0
970,1,1,3,0.64705884,0.29411766,0,1,0,0
971,1,4,2,0.4117647,0.4117647,0,1,0,0
972,1,4,2,0.1764706,0.47058824,1,1,0,0
973,1,4,3,0.64705884,0.3529412,1,1,0,0
974,1,4,3,0.64705884,0.23529412,1,0,0,0
975,0,1,2,0.4117647,0.64705884,0,1,0,0
976,0,1,2,0.1764706,0.64705884,1,1,0,1
977,0,4,3,0.1764706,0.64705884,0,1,0,1
978,0,4,2,1.0,0.29411766,0,1,0,0
979,0,0,2,0.4117647,0.29411766,0,1,0,0
980,1,7,2,0.4117647,0.47058824,0,1,0,0
981,0,4,2,0.4117647,0.29411766,0,1,0,0
982,1,1,2,0.5294118,0.29411766,0,1,0,0
983,1,4,2,0.23529412,0.4117647,0,1,0,0
984,1,4,2,0.29411766,0.29411766,0,1,0,1
985,1,4,2,0.11764706,0.29411766,0,1,0,0
986,1,6,3,0.1764706,0.23529412,1,1,0,1
987,1,6,2,0.23529412,0.29411766,0,1,0,0
988,0,0,2,0.64705884,0.29411766,0,1,0,0
989,1,7,3,0.64705884,0.1764706,0,1,0,0
990,0,0,2,0.64705884,0.47058824,0,1,0,0
991,0,0,3,0.29411766,0.29411766,1,1,0,0
992,0,1,2,0.64705884,0.4117647,0,1,0,0
993,1,1,2,0.4117647,0.3529412,0,1,0,0
994,0,0,2,0.88235295,0.29411766,0,1,0,0
995,0,1,2,0.29411766,0.64705884,0,1,0,0
996,1,6,2,0.4117647,0.29411766,0,1,0,0
997,1,6,2,0.1764706,0.29411766,0,1,0,0
